,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,DAY,MONTH,YEAR
130,10183,28,122.62,1,3433.36,696,Shipped,Classic Cars,147,S10_4962,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Medium,13,11,2018
131,10194,26,163.99,4,4263.74,685,Shipped,Classic Cars,147,S10_4962,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium,25,11,2018
132,10207,31,131.49,15,4076.19,672,Shipped,Classic Cars,147,S10_4962,Diecast Collectables,6175552555,6251 Ingle Ln.,Boston,51003,USA,Franco,Valarie,Medium,9,12,2018
133,10217,48,146.26,4,7020.48,616,Shipped,Classic Cars,147,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Large,4,2,2019
134,10229,50,128.53,9,6426.5,582,Shipped,Classic Cars,147,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,11,3,2019
135,10245,28,163.99,2,4591.72,529,Shipped,Classic Cars,147,S10_4962,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Medium,4,5,2019
136,10259,26,155.13,12,4033.38,488,Shipped,Classic Cars,147,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore,Victorino,Wendy,Medium,15,6,2019
137,10270,32,134.44,2,4302.08,455,Shipped,Classic Cars,147,S10_4962,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium,19,7,2019
138,10281,44,159.56,9,7020.64,425,Shipped,Classic Cars,147,S10_4962,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Large,19,8,2019
139,10291,30,128.53,4,3855.9,406,Shipped,Classic Cars,147,S10_4962,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium,8,9,2019
140,10305,38,175.81,13,6680.78,372,Shipped,Classic Cars,147,S10_4962,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium,13,10,2019
141,10313,40,166.95,7,6678.0,364,Shipped,Classic Cars,147,S10_4962,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Medium,22,10,2019
142,10322,46,61.99,8,2851.54,352,Shipped,Classic Cars,147,S10_4962,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Small,4,11,2019
143,10334,26,122.62,2,3188.12,338,On Hold,Classic Cars,147,S10_4962,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Medium,19,11,2019
144,10347,27,164.0,2,4428.0,329,Shipped,Classic Cars,147,S10_4962,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,29,11,2019
145,10357,43,134.44,9,5780.92,319,Shipped,Classic Cars,147,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,10,12,2019
146,10370,35,65.63,4,2297.05,279,Shipped,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small,20,1,2020
147,10391,37,46.9,7,1735.3,231,Shipped,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small,9,3,2020
148,10411,27,163.99,2,4427.73,179,Shipped,Classic Cars,147,S10_4962,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Medium,1,5,2020
149,10425,38,155.13,12,5894.94,150,In Process,Classic Cars,147,S10_4962,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium,31,5,2020
150,10108,33,159.55,6,5265.15,971,Shipped,Classic Cars,194,S12_1099,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines,Cruz,Arnold,Medium,3,3,2018
151,10122,42,180.95,10,7599.9,906,Shipped,Classic Cars,194,S12_1099,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",Marseille,13008,France,Lebihan,Laurence,Large,8,5,2018
152,10135,42,190.68,7,8008.56,852,Shipped,Classic Cars,194,S12_1099,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Large,2,7,2018
153,10147,48,192.62,7,9245.76,788,Shipped,Classic Cars,194,S12_1099,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Brickhaven,58339,USA,Nelson,Allen,Large,5,9,2018
154,10169,30,167.33,2,5019.9,729,Shipped,Classic Cars,194,S12_1099,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium,4,11,2018
155,10181,27,200.41,14,5411.07,722,Shipped,Classic Cars,194,S12_1099,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway,Oeztan,Veysel,Medium,12,11,2018
156,10191,21,182.9,3,3840.9,715,Shipped,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Medium,20,11,2018
157,10203,20,196.52,8,3930.4,704,Shipped,Classic Cars,194,S12_1099,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,2,12,2018
158,10211,41,182.9,2,7498.9,661,Shipped,Classic Cars,194,S12_1099,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Large,15,1,2019
159,10225,27,167.33,9,4517.91,624,Shipped,Classic Cars,194,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium,22,2,2019
160,10238,28,206.24,3,5774.72,579,Shipped,Classic Cars,194,S12_1099,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Medium,9,4,2019
161,10253,24,163.44,13,3922.56,527,Cancelled,Classic Cars,194,S12_1099,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Medium,1,6,2019
162,10266,44,208.19,14,9160.36,493,Shipped,Classic Cars,194,S12_1099,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Large,6,7,2019
163,10276,50,192.62,3,9631.0,467,Shipped,Classic Cars,194,S12_1099,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA,Barajas,Miguel,Large,2,8,2019
164,10287,21,163.44,12,3432.24,440,Shipped,Classic Cars,194,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland,Holz,Michael,Medium,30,8,2019
165,10300,33,167.33,5,5521.89,771,Shipped,Classic Cars,194,S12_1099,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany,Keitel,Roland,Medium,4,10,2018
166,10310,33,210.14,10,6934.62,395,Shipped,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany,Pfalzheim,Henriette,Medium,16,10,2019
167,10320,31,221.81,3,6876.11,378,Shipped,Classic Cars,194,S12_1099,"Volvo Model Replicas, Co",0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden,Berglund,Christina,Medium,3,11,2019
168,10329,41,71.47,5,2930.27,367,Shipped,Classic Cars,194,S12_1099,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Small,15,11,2019
169,10341,45,79.65,2,3584.25,359,Shipped,Classic Cars,194,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Medium,24,11,2019
170,10363,33,85.39,3,2817.87,317,Shipped,Classic Cars,194,S12_1099,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Small,6,1,2020
171,10375,45,76.0,7,3420.0,290,Shipped,Classic Cars,194,S12_1099,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium,3,2,2020
172,10389,26,99.04,4,2575.04,262,Shipped,Classic Cars,194,S12_1099,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Small,3,3,2020
173,10419,12,163.44,13,1961.28,188,Shipped,Classic Cars,194,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Small,17,5,2020
174,10105,41,211.96,15,8690.36,1015,Shipped,Classic Cars,207,S12_1108,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark,Petersen,Jytte,Large,11,2,2018
175,10117,33,182.86,9,6034.38,952,Shipped,Classic Cars,207,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,16,4,2018
176,10127,46,245.2,2,11279.2,905,Shipped,Classic Cars,207,S12_1108,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Large,3,6,2018
177,10142,33,243.13,12,8023.29,840,Shipped,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Large,8,8,2018
178,10153,20,245.2,11,4904.0,790,Shipped,Classic Cars,207,S12_1108,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,28,9,2018
179,10165,44,195.33,3,8594.52,767,Shipped,Classic Cars,207,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Large,22,10,2018
180,10176,33,226.5,2,7474.5,753,Shipped,Classic Cars,207,S12_1108,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy,Moroni,Maurizio,Large,6,11,2018
181,10185,21,184.94,13,3883.74,746,Shipped,Classic Cars,207,S12_1108,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,New Bedford,50553,USA,Tam,Wing C,Medium,14,11,2018
182,10196,47,189.1,5,8887.7,735,Shipped,Classic Cars,207,S12_1108,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Large,26,11,2018
183,10208,46,187.02,13,8602.92,699,Shipped,Classic Cars,207,S12_1108,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Large,2,1,2019
184,10220,32,224.42,2,7181.44,659,Shipped,Classic Cars,207,S12_1108,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland,Cassidy,Dean,Large,12,2,2019
185,10231,42,199.49,2,8378.58,625,Shipped,Classic Cars,207,S12_1108,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,28023,Spain,Fernandez,Jesus,Large,19,3,2019
186,10247,44,241.05,2,10606.2,579,Shipped,Classic Cars,207,S12_1108,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland,Suominen,Kalle,Large,5,5,2019
187,10272,35,166.24,2,5818.4,504,Shipped,Classic Cars,207,S12_1108,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Medium,20,7,2019
188,10282,41,172.47,5,7071.27,474,Shipped,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Large,20,8,2019
189,10293,46,182.86,8,8411.56,455,Shipped,Classic Cars,207,S12_1108,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Torino,10100,Italy,Accorti,Paolo,Large,9,9,2019
190,10306,31,211.96,13,6570.76,421,Shipped,Classic Cars,207,S12_1108,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK,Ashworth,Victoria,Medium,14,10,2019
191,10314,38,209.88,5,7975.44,414,Shipped,Classic Cars,207,S12_1108,Heintze Collectables,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark,Ibsen,Palle,Large,22,10,2019
192,10325,42,64.0,8,2688.0,401,Shipped,Classic Cars,207,S12_1108,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Small,5,11,2019
193,10336,33,57.22,10,1888.26,387,Shipped,Classic Cars,207,S12_1108,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France,Bertrand,Marie,Small,20,11,2019
194,10348,48,52.36,8,2513.28,407,Shipped,Classic Cars,207,S12_1108,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small,1,11,2019
195,10359,42,113.44,8,4764.48,364,Shipped,Classic Cars,207,S12_1108,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Medium,15,12,2019
196,10371,32,111.27,6,3560.64,326,Shipped,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,23,1,2020
197,10382,34,112.46,10,3823.64,302,Shipped,Classic Cars,207,S12_1108,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,17,2,2020
198,10395,33,69.12,1,2280.96,274,Shipped,Classic Cars,207,S12_1108,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Small,17,3,2020
199,10413,36,241.05,2,8677.8,226,Shipped,Classic Cars,207,S12_1108,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Large,5,5,2020
200,10103,27,125.74,8,3394.98,1054,Shipped,Trucks and Buses,136,S12_1666,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium,29,1,2018
201,10113,21,162.64,2,3415.44,999,Shipped,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,26,3,2018
202,10126,21,116.17,8,2439.57,937,Shipped,Trucks and Buses,136,S12_1666,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain,Sommer,Mart¡n,Small,28,5,2018
203,10140,38,127.1,8,4829.8,881,Shipped,Trucks and Buses,136,S12_1666,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium,24,7,2018
204,10150,30,136.67,5,4100.1,825,Shipped,Trucks and Buses,136,S12_1666,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,19,9,2018
205,10164,49,133.94,6,6563.06,794,Resolved,Trucks and Buses,136,S12_1666,Mini Auto Werke,7675-3555,Kirchgasse 6,Graz,8010,Austria,Mendel,Roland,Medium,21,10,2018
206,10174,43,158.54,1,6817.22,779,Shipped,Trucks and Buses,136,S12_1666,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia,Calaghan,Tony,Medium,6,11,2018
207,10183,41,150.34,5,6163.94,773,Shipped,Trucks and Buses,136,S12_1666,"Classic Gift Ideas, Inc",2155554695,782 First Street,Philadelphia,71270,USA,Cervantes,Francisca,Medium,13,11,2018
208,10194,38,129.84,8,4933.92,762,Shipped,Trucks and Buses,136,S12_1666,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Lyon,69004,France,Saveley,Mary,Medium,25,11,2018
209,10206,28,144.87,3,4056.36,753,Shipped,Trucks and Buses,136,S12_1666,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Medium,5,12,2018
210,10216,43,133.94,1,5759.42,695,Shipped,Trucks and Buses,136,S12_1666,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Medium,2,2,2019
211,10229,25,138.04,13,3451.0,659,Shipped,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,11,3,2019
212,10245,38,155.8,6,5920.4,606,Shipped,Trucks and Buses,136,S12_1666,Super Scale Inc.,2035559545,567 North Pendale Street,New Haven,97823,USA,Murphy,Leslie,Medium,4,5,2019
213,10258,41,162.64,3,6668.24,565,Shipped,Trucks and Buses,136,S12_1666,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan,Shimamura,Akiko,Medium,15,6,2019
214,10270,28,146.24,6,4094.72,532,Shipped,Trucks and Buses,136,S12_1666,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia,Huxley,Adrian,Medium,19,7,2019
215,10281,25,117.54,13,2938.5,502,Shipped,Trucks and Buses,136,S12_1666,Diecast Classics Inc.,2155551555,7586 Pompton St.,Allentown,70267,USA,Yu,Kyung,Small,19,8,2019
216,10291,41,155.8,8,6387.8,483,Shipped,Trucks and Buses,136,S12_1666,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden,Larsson,Maria,Medium,8,9,2019
217,10304,39,164.0,3,6396.0,451,Shipped,Trucks and Buses,136,S12_1666,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France,Tonini,Daniel,Medium,11,10,2019
218,10313,21,127.1,11,2669.1,441,Shipped,Trucks and Buses,136,S12_1666,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada,Tannamuri,Yoshi,Small,22,10,2019
219,10322,27,177.19,9,4784.13,429,Shipped,Trucks and Buses,136,S12_1666,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Nashua,62005,USA,Young,Valarie,Medium,4,11,2019
220,10347,29,123.67,3,3586.43,405,Shipped,Trucks and Buses,136,S12_1666,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia,Ferguson,Peter,Medium,29,11,2019
221,10357,49,121.64,8,5960.36,395,Shipped,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,10,12,2019
222,10370,49,172.86,8,8470.14,355,Shipped,Trucks and Buses,136,S12_1666,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Large,20,1,2020
223,10391,39,63.2,9,2464.8,307,Shipped,Trucks and Buses,136,S12_1666,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Small,9,3,2020
224,10411,40,155.8,6,6232.0,255,Shipped,Trucks and Buses,136,S12_1666,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada,Fresnisre,Jean,Medium,1,5,2020
225,10424,49,162.64,3,7969.36,226,In Process,Trucks and Buses,136,S12_1666,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Large,31,5,2020
226,10107,21,144.6,1,3036.6,1054,Shipped,Motorcycles,150,S12_2823,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium,24,2,2018
227,10121,50,165.68,4,8284.0,983,Shipped,Motorcycles,150,S12_2823,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Reims,51100,France,Henriot,Paul,Large,7,5,2018
228,10134,20,135.56,1,2711.2,929,Shipped,Motorcycles,150,S12_2823,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France,Da Cunha,Daniel,Small,1,7,2018
229,10145,49,170.2,5,8339.8,875,Shipped,Motorcycles,150,S12_2823,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Large,25,8,2018
230,10169,35,132.55,13,4639.25,805,Shipped,Motorcycles,150,S12_2823,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,North Sydney,2060,Australia,O'Hara,Anna,Medium,4,11,2018
231,10180,40,168.69,8,6747.6,799,Shipped,Motorcycles,150,S12_2823,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Medium,11,11,2018
232,10189,28,161.16,1,4512.48,793,Shipped,Motorcycles,150,S12_2823,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Pasadena,90003,USA,Young,Julie,Medium,18,11,2018
233,10211,36,132.55,13,4771.8,736,Shipped,Motorcycles,150,S12_2823,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France,Perrier,Dominique,Medium,15,1,2019
234,10224,43,141.58,6,6087.94,700,Shipped,Motorcycles,150,S12_2823,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",Lille,59000,France,Rance,Martine,Medium,21,2,2019
235,10237,32,131.04,6,4193.28,658,Shipped,Motorcycles,150,S12_2823,Vitachrome Inc.,2125551500,2678 Kingston Rd.,NYC,10022,USA,Frick,Michael,Medium,5,4,2019
236,10251,46,164.18,1,7552.28,616,Shipped,Motorcycles,150,S12_2823,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,Newark,94019,USA,Brown,William,Large,18,5,2019
237,10263,48,134.05,1,6434.4,576,Shipped,Motorcycles,150,S12_2823,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA,King,Julie,Medium,28,6,2019
238,10276,43,120.5,14,5181.5,542,Shipped,Motorcycles,150,S12_2823,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA,Barajas,Miguel,Medium,2,8,2019
239,10285,49,140.08,5,6863.92,518,Shipped,Motorcycles,150,S12_2823,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA,Hernandez,Marta,Medium,27,8,2019
240,10299,24,173.21,8,4157.04,485,Shipped,Motorcycles,150,S12_2823,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Helsinki,21240,Finland,Karttunen,Matti,Medium,30,9,2019
241,10309,26,179.24,4,4660.24,471,Shipped,Motorcycles,150,S12_2823,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway,Bergulfsen,Jonas,Medium,15,10,2019
242,10319,30,137.06,9,4111.8,453,Shipped,Motorcycles,150,S12_2823,Microscale Inc.,2125551957,5290 North Pendale Street,NYC,10022,USA,Kuo,Kee,Medium,3,11,2019
243,10329,24,147.61,6,3542.64,442,Shipped,Motorcycles,150,S12_2823,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NYC,10022,USA,Yu,Kwai,Medium,15,11,2019
244,10341,55,147.61,8,8118.55,434,Shipped,Motorcycles,150,S12_2823,Salzburg Collectables,6562-9555,Geislweg 14,Salzburg,5020,Austria,Pipps,Georg,Large,24,11,2019
245,10362,22,176.23,1,3877.06,393,Shipped,Motorcycles,150,S12_2823,Technics Stores Inc.,6505556809,9408 Furth Circle,Burlingame,94217,USA,Hirano,Juri,Medium,5,1,2020
246,10375,49,78.92,13,3867.08,365,Shipped,Motorcycles,150,S12_2823,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France,Labrune,Janine,Medium,3,2,2020
247,10388,44,135.26,6,5951.44,337,Shipped,Motorcycles,150,S12_2823,FunGiftIdeas.com,5085552555,1785 First Street,New Bedford,50553,USA,Benitez,Violeta,Medium,3,3,2020
248,10403,66,131.04,6,8648.64,302,Shipped,Motorcycles,150,S12_2823,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK,Devon,Elizabeth,Large,8,4,2020
249,10417,21,164.18,1,3447.78,268,Disputed,Motorcycles,150,S12_2823,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,13,5,2020
250,10104,34,175.25,1,5958.5,1102,Shipped,Classic Cars,151,S12_3148,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,31,1,2018
251,10117,43,137.48,10,5911.64,1028,Shipped,Classic Cars,151,S12_3148,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,16,4,2018
252,10127,46,160.14,3,7366.44,981,Shipped,Classic Cars,151,S12_3148,Muscle Machine Inc,2125557413,4092 Furth Circle,NYC,10022,USA,Young,Jeff,Large,3,6,2018
253,10142,33,151.08,13,4985.64,916,Shipped,Classic Cars,151,S12_3148,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,San Rafael,97562,USA,Nelson,Valarie,Medium,8,8,2018
254,10153,42,128.42,12,5393.64,866,Shipped,Classic Cars,151,S12_3148,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain,Freyre,Diego,Medium,28,9,2018
255,10165,34,143.53,4,4880.02,843,Shipped,Classic Cars,151,S12_3148,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore,Natividad,Eric,Medium,22,10,2018
